id,url,name,season,number,type,airdate,airtime,airstamp,runtime,rating,image,summary,links
945998,https://www.tvmaze.com/episodes/945998/homeland-6x10-the-flag-house,The Flag House,6,10,regular,2017-03-26,21:00,2017-03-27T01:00:00+00:00,60,8.2,https://static.tvmaze.com/uploads/images/medium_landscape/104/260331.jpg,Dar plays his hand. Quinn revisits his past.,https://api.tvmaze.com/episodes/945998
1066378,https://www.tvmaze.com/episodes/1066378/homeland-6x11-r-is-for-romeo,R is for Romeo,6,11,regular,2017-04-02,21:00,2017-04-03T01:00:00+00:00,60,8.3,https://static.tvmaze.com/uploads/images/medium_landscape/105/263105.jpg,Carrie and Quinn make a discovery. Keane makes a decision. Max finds trouble.,https://api.tvmaze.com/episodes/1066378
1066379,https://www.tvmaze.com/episodes/1066379/homeland-6x12-america-first,America First,6,12,regular,2017-04-09,21:00,2017-04-10T01:00:00+00:00,60,7.9,https://static.tvmaze.com/uploads/images/medium_landscape/105/263502.jpg,Pieces fall into place. Season finale.,https://api.tvmaze.com/episodes/1066379
1372787,https://www.tvmaze.com/episodes/1372787/homeland-7x01-enemy-of-the-state,Enemy of the State,7,1,regular,2018-02-11,21:00,2018-02-12T02:00:00+00:00,60,7.4,https://static.tvmaze.com/uploads/images/medium_landscape/145/364447.jpg,Carrie and Franny are living with Maggie's family in DC. Saul and the federal employees detained after the attempt on the President-elect's life are in prison. President Keane's administration comes under scrutiny.,https://api.tvmaze.com/episodes/1372787
1381167,https://www.tvmaze.com/episodes/1381167/homeland-7x02-rebel-rebel,Rebel Rebel,7,2,regular,2018-02-18,21:00,2018-02-19T02:00:00+00:00,60,6.9,https://static.tvmaze.com/uploads/images/medium_landscape/146/366440.jpg,Carrie makes a discovery. Wellington protects Keane. O'Keefe continues to broadcast.,https://api.tvmaze.com/episodes/1381167
1383243,https://www.tvmaze.com/episodes/1383243/homeland-7x03-standoff,Standoff,7,3,regular,2018-02-25,21:00,2018-02-26T02:00:00+00:00,60,7.2,https://static.tvmaze.com/uploads/images/medium_landscape/147/367768.jpg,Carrie has a distressing realization. Saul negotiates. Keane and Wellington disagree.,https://api.tvmaze.com/episodes/1383243
1391495,https://www.tvmaze.com/episodes/1391495/homeland-7x04-like-bad-at-things,Like Bad at Things,7,4,regular,2018-03-04,21:00,2018-03-05T02:00:00+00:00,60,7.5,https://static.tvmaze.com/uploads/images/medium_landscape/147/369241.jpg,Carrie follows a lead. Saul's situation goes from bad to worse.,https://api.tvmaze.com/episodes/1391495
1391496,https://www.tvmaze.com/episodes/1391496/homeland-7x05-active-measures,Active Measures,7,5,regular,2018-03-11,21:00,2018-03-12T01:00:00+00:00,60,7.4,https://static.tvmaze.com/uploads/images/medium_landscape/148/372266.jpg,Carrie puts a plan in motion. Saul visits a source. Keane makes a desperate plea.,https://api.tvmaze.com/episodes/1391496
1391497,https://www.tvmaze.com/episodes/1391497/homeland-7x06-species-jump,Species Jump,7,6,regular,2018-03-18,21:00,2018-03-19T01:00:00+00:00,60,7.8,https://static.tvmaze.com/uploads/images/medium_landscape/149/374125.jpg,Saul calls an old friend. Wellington has a problem. Carrie enjoys a win.,https://api.tvmaze.com/episodes/1391497
1402807,https://www.tvmaze.com/episodes/1402807/homeland-7x07-andante,Andante,7,7,regular,2018-03-25,21:00,2018-03-26T01:00:00+00:00,60,7.4,https://static.tvmaze.com/uploads/images/medium_landscape/150/376375.jpg,Carrie makes a move. Wellington has a reckoning. Saul expands an operation.,https://api.tvmaze.com/episodes/1402807
1420858,https://www.tvmaze.com/episodes/1420858/homeland-7x08-lies-amplifiers-fking-twitter,"Lies, Amplifiers, F**king Twitter",7,8,regular,2018-04-01,21:00,2018-04-02T01:00:00+00:00,60,7.8,https://static.tvmaze.com/uploads/images/medium_landscape/151/378575.jpg,Carrie and Saul interrogate a suspect. Wellington makes a play.,https://api.tvmaze.com/episodes/1420858
1420859,https://www.tvmaze.com/episodes/1420859/homeland-7x09-useful-idiot,Useful Idiot,7,9,regular,2018-04-08,21:00,2018-04-09T01:00:00+00:00,60,7.8,https://static.tvmaze.com/uploads/images/medium_landscape/152/380371.jpg,Carrie has problems at home. Saul and Wellington work on Paley.,https://api.tvmaze.com/episodes/1420859
1420860,https://www.tvmaze.com/episodes/1420860/homeland-7x10-clarity,Clarity,7,10,regular,2018-04-15,21:00,2018-04-16T01:00:00+00:00,60,7.6,https://static.tvmaze.com/uploads/images/medium_landscape/152/382343.jpg,Carrie needs to choose a side. Keane needs an ally. Saul has an idea.,https://api.tvmaze.com/episodes/1420860
1423935,https://www.tvmaze.com/episodes/1423935/homeland-7x11-all-in,All In,7,11,regular,2018-04-22,21:00,2018-04-23T01:00:00+00:00,60,8.3,https://static.tvmaze.com/uploads/images/medium_landscape/153/384466.jpg,Saul's mission is a go. The clock ticks on the Keane administration.,https://api.tvmaze.com/episodes/1423935
1420861,https://www.tvmaze.com/episodes/1420861/homeland-7x12-paean-to-the-people,Paean to the People,7,12,regular,2018-04-29,21:00,2018-04-30T01:00:00+00:00,60,8.2,https://static.tvmaze.com/uploads/images/medium_landscape/154/385984.jpg,Carrie and Saul's mission doesn't go as planned. Elizabeth Keane fights for her presidency.,https://api.tvmaze.com/episodes/1420861
1690456,https://www.tvmaze.com/episodes/1690456/homeland-8x01-deception-indicated,Deception Indicated,8,1,regular,2020-02-09,21:00,2020-02-10T02:00:00+00:00,60,7.9,https://static.tvmaze.com/uploads/images/medium_landscape/240/602039.jpg,Carrie recovers in Germany. Saul negotiates. Max has a new mission. ,https://api.tvmaze.com/episodes/1690456
1785492,https://www.tvmaze.com/episodes/1785492/homeland-8x02-catch-and-release,Catch and Release,8,2,regular,2020-02-16,21:00,2020-02-17T02:00:00+00:00,60,8,https://static.tvmaze.com/uploads/images/medium_landscape/241/604527.jpg,Carrie reconnects with an old ally. Tasneem seeks counsel. Saul finds hope.,https://api.tvmaze.com/episodes/1785492
1785493,https://www.tvmaze.com/episodes/1785493/homeland-8x03-false-friends,False Friends,8,3,regular,2020-02-23,21:00,2020-02-24T02:00:00+00:00,60,8.2,https://static.tvmaze.com/uploads/images/medium_landscape/242/605496.jpg,Carrie arranges a meeting. Haqqani finds trouble at home. Saul cuts a deal.,https://api.tvmaze.com/episodes/1785493
1797083,https://www.tvmaze.com/episodes/1797083/homeland-8x04-chalk-one-up,Chalk One Up,8,4,regular,2020-03-01,21:00,2020-03-02T02:00:00+00:00,60,8.6,https://static.tvmaze.com/uploads/images/medium_landscape/244/610292.jpg,Saul plans an announcement. Carrie gets a surprise. ,https://api.tvmaze.com/episodes/1797083
1797084,https://www.tvmaze.com/episodes/1797084/homeland-8x05-chalk-two-down,Chalk Two Down,8,5,regular,2020-03-08,21:00,2020-03-09T01:00:00+00:00,60,8.8,https://static.tvmaze.com/uploads/images/medium_landscape/245/612636.jpg,Carrie chases answers. Max attempts a rescue. G'ulom takes an opportunity.,https://api.tvmaze.com/episodes/1797084
1798997,https://www.tvmaze.com/episodes/1798997/homeland-8x06-two-minutes,Two Minutes,8,6,regular,2020-03-15,21:00,2020-03-16T01:00:00+00:00,60,8.5,https://static.tvmaze.com/uploads/images/medium_landscape/246/615309.jpg,Upheaval in Washington brings an investigation to Kabul. ,https://api.tvmaze.com/episodes/1798997
1798998,https://www.tvmaze.com/episodes/1798998/homeland-8x07-fker-shot-me,F**ker Shot Me,8,7,regular,2020-03-22,21:00,2020-03-23T01:00:00+00:00,60,8.3,https://static.tvmaze.com/uploads/images/medium_landscape/247/619136.jpg,Saul finds an unlikely ally. So does Carrie. ,https://api.tvmaze.com/episodes/1798998
1798999,https://www.tvmaze.com/episodes/1798999/homeland-8x08-threnodys,Threnody(s),8,8,regular,2020-03-29,21:00,2020-03-30T01:00:00+00:00,60,8.5,https://static.tvmaze.com/uploads/images/medium_landscape/247/619392.jpg,Carrie waits. Wellington makes a discovery. ,https://api.tvmaze.com/episodes/1798999
1801026,https://www.tvmaze.com/episodes/1801026/homeland-8x09-in-full-flight,In Full Flight,8,9,regular,2020-04-05,21:00,2020-04-06T01:00:00+00:00,60,8.4,https://static.tvmaze.com/uploads/images/medium_landscape/250/625104.jpg,Hayes has ideas. Carrie goes shopping. Tasneem has problems. ,https://api.tvmaze.com/episodes/1801026
1801027,https://www.tvmaze.com/episodes/1801027/homeland-8x10-designated-driver,Designated Driver,8,10,regular,2020-04-12,21:00,2020-04-13T01:00:00+00:00,60,8.3,https://static.tvmaze.com/uploads/images/medium_landscape/251/628031.jpg,No one admits to anything. ,https://api.tvmaze.com/episodes/1801027
1801028,https://www.tvmaze.com/episodes/1801028/homeland-8x11-the-english-teacher,The English Teacher,8,11,regular,2020-04-19,21:00,2020-04-20T01:00:00+00:00,60,8.4,https://static.tvmaze.com/uploads/images/medium_landscape/252/631713.jpg,Saul backchannels. Carrie needs one more favor.,https://api.tvmaze.com/episodes/1801028
1801029,https://www.tvmaze.com/episodes/1801029/homeland-8x12-prisoners-of-war,Prisoners of War,8,12,regular,2020-04-26,21:00,2020-04-27T01:00:00+00:00,70,8.7,https://static.tvmaze.com/uploads/images/medium_landscape/254/635359.jpg,Events surrounding Saul and Carrie's final mission come to a conclusion.<br /> ,https://api.tvmaze.com/episodes/1801029
